Indicação Fiscal;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
58.062.014;36.1.0029.0090; 30/11/2015 ; 29/02/2016 ;;JOSÉ DE OLIVEIRA FRANCO;576;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;1;339.402;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;343,70;0;0,00;188,00;0,00;0;0;JOEL LECI BORGES;PR0000020889D;JOEL LECI BORGES;PR0000020889D;;;;
58.071.028;36.2.0026.0330; 30/11/2015 ; 29/02/2016 ; 05/03/2018 ;RIO JARI;1.031;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;4;0;339.398;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;243,14;0;0,00;243,14;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
58.078.011;36.1.0039.0060; 30/11/2015 ; 29/02/2016 ; 23/12/2015 ;JOSÉ DE OLIVEIRA FRANCO;708;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;3;1;339.405;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;320,39;0;0,00;320,39;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
68.107.038;21.5.0040.0364; 30/11/2015 ; 29/02/2016 ;;DOUTOR PETRONIO ROMERO DE SOUZA;681;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;2;1;0;339.409;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";8.757,00;89,51;0;0,00;8,80;7,15;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
78.147.025;54.1.0004.0524; 30/11/2015 ; 29/02/2016 ; 07/12/2018 ;JORGE BONN;266;TINGUI;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;2;1;0;339.408;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";39.999,34;296,08;0;0,00;296,08;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;SIMONE FRANZE MATIODA;PR0000024993D;;;;
81.401.308;66.2.0007.0008; 30/11/2015 ; 29/02/2016 ;;ANTONIO MENDES DE SIQUEIRA;246;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;2;1;0;339.422;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";22.222,39;201,83;0;0,00;201,83;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;FERNANDO SALLES VILELA RAMOS;PR0000114934D;;;;
81.479.041;66.1.0012.0326; 30/11/2015 ; 29/02/2016 ;;LUCIANO PIUZZI;555;PINHEIRINHO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 12 - S. SUL-AIB3;Unidade Regional Pinheirinho;2;1;0;339.417;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";55.940,83;175,11;0;0,00;175,11;0,00;0;0;ALEXANDRE BAIONI TRENTO;A0326798;ALEXANDRE BAIONI TRENTO;A0326798;;;;
81.633.045;57.4.0098.0656; 30/11/2015 ; 29/02/2016 ; 08/05/2018 ;PROFESSOR LAURO ZAK;246;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;339.403;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";403,67;329,05;0;0,00;329,05;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;FERNANDO SALLES VILELA RAMOS;PR0000114934D;;;;
81.892.008;66.2.0154.0324; 30/11/2015 ; 29/02/2016 ; 22/02/2017 ;NEUSA DE FÁTIMA FERREIRA;793;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;1;1;0;339.424;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";454,53;210,97;0;0,00;85,64;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUREUM ARQUITETURA LTDA;;;
82.379.025;57.2.0072.0434; 30/11/2015 ; 29/02/2016 ; 26/08/2016 ;BASÍLIO FUCK;1.011;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;1;3;0;339.404;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";528,00;214,46;0;0,00;214,46;0,00;0;0;KATI SALES FAGUNDES;A0305030;KATI SALES FAGUNDES;A0305030;;;;
83.084.017;58.0.0053.0034; 30/11/2015 ; 29/02/2016 ;;BÔRTOLO GUSSO;380;CAPÃO RASO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Pinheirinho;1;1;0;339.410;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";385,00;167,11;0;0,00;167,11;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;MIA EMPREENDIMENTOS M.SUL LTDA.;;;
84.162.023;56.0.0060.0406; 30/11/2015 ; 29/02/2016 ;;OLIVEIRA VIANA;2.237;BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;339.401;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";770,00;129,40;0;0,00;43,87;5,27;0;0;WINDERSON GROSSL DOS SANTOS;;WINDERSON GROSSL DOS SANTOS;;;;;
87.664.025;71.6.0132.0296; 30/11/2015 ; 29/02/2016 ; 14/06/2016 ;TIAGO RAFAEL MICKOSZ DALLEGRAVE;252;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;339.419;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";159,44;72,00;0;0,00;72,00;0,00;0;0;EMERSON CLEBIS DE OLIVEIRA;PR0000086770D;EMERSON CLEBIS DE OLIVEIRA;PR0000086770D;;;;
93.039.009;32.3.0064.0422; 30/11/2015 ; 29/02/2016 ;;AFFONSO BARONI;124;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;2;0;339.407;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";396,00;235,80;0;0,00;235,80;0,00;0;0;KATHIA FLEMMING BAGATINI;PR0000015149D;KATHIA FLEMMING BAGATINI;PR0000015149D;;;;
18.043.019;36.5.0069.0290; 30/12/2015 ; 29/03/2016 ; 05/05/2016 ;VISCONDE DE ABAETÉ;67;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;1;1;0;340.061;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;222,28;0;0,00;55,93;0,00;0;0;REGINA CELIA FERNANDES;A0734993;REGINA CELIA FERNANDES;A0734993;;;;
31.028.009;13.0.0035.0260; 30/12/2015 ; 28/02/2016 ; 06/09/2018 ;CORONEL JOAQUIM SARMENTO;161;BOM RETIRO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;0;0;0;340.057;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.250,36;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
37.018.115;47.0.0006.2188; 30/12/2015 ; 29/03/2016 ; 15/07/2020 ;PROFESSOR FRANCISCO BASSETI JÚNIOR;200;CASCATINHA;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Santa Felicidade;2;1;0;340.052;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";15.798,00;624,21;0;0,00;624,21;0,00;0;2;ANDRESSA PEREIRA BETTEGA;A0504602;FIORAVANTE GUERINO NETO;PR0000051720D;AFENAS LTDA - ME;;;
38.070.028;36.5.0007.0430; 30/12/2015 ; 29/03/2016 ; 25/08/2016 ;HEITOR BAGGIO VIDAL;1.735;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;2;0;340.067;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;257,06;0;0,00;257,06;0,00;0;0;WASHINGTON WELGNER NUNES;PR0000051021D;WASHINGTON WELGNER NUNES;PR0000051021D;;;;
51.054.026;32.0.0032.0606; 30/12/2015 ; 29/03/2016 ; 17/12/2019 ;JOSÉ LUIZ RISSARDI;99;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;2;0;340.063;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";522,00;344,95;0;0,00;344,95;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;NELSON LUIZ CARRANO CAMARGO;PR0000023887D;;;;
53.036.030;32.1.0060.0152; 30/12/2015 ; 29/03/2016 ;;JOÃO TSCHANNERL;1.231;PILARZINHO;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Boa Vista;2;15;0;340.064;HABITAÇÃO COLETIVA;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";639,77;1.001,46;0;0,00;1.001,46;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;NORBERTO BERNSDORF;PR0000017083D;;;;
78.113.123;55.1.0054.0404; 30/12/2015 ; 29/03/2016 ; 09/08/2017 ;JAIRO TABORDA DE CAMARGO;290;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;1;0;1;340.062;COMÉRCIO VICINAL - 2;POSTO DE VENDA DE GLP;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";450,00;13,18;0;0,00;13,18;0,00;0;0;LUIS ANTONIO DE ANDRADE NOGUEIRA;SP0000179403D;LUIS ANTONIO DE ANDRADE NOGUEIRA;SP0000179403D;;;;
82.182.012;57.0.0009.0420; 30/12/2015 ; 29/03/2016 ;;WALDEMAR KOST;2.839;XAXIM;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 12 - S. SUL-AIB3;Unidade Regional Boqueirao;2;1;0;340.045;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";20.446,10;209,53;0;0,00;209,53;0,00;0;0;EZEQUIEL FERNANDES ALVES;;EZEQUIEL FERNANDES ALVES;;;;;
82.357.002;57.4.0052.0030; 30/12/2015 ; 29/03/2016 ;;PEDRO MORO NETTO;342;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;340.047;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";369,75;263,75;0;0,00;263,75;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
82.523.005;57.2.0117.0098; 30/12/2015 ; 29/03/2016 ; 02/12/2016 ;GERHARD HEINRICHS;658;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;1;1;0;340.054;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";144,00;68,47;0;0,00;68,47;0,00;0;0;;;;;;;;
87.808.018;75.3.0028.0420; 30/12/2015 ; 29/03/2016 ; 29/09/2016 ;JORNALISTA REINALDO DACHEUX PEREIRA;373;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;1;0;340.056;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";450,00;281,49;0;0,00;281,49;0,00;0;0;GIOVANNA THAIS MARTINS ALVES;;GIOVANNA THAIS MARTINS ALVES;;;;;
89.441.015;76.9.0014.0050; 30/12/2015 ; 29/03/2016 ;;DEPUTADO CUNHA BUENO;165;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;1;0;340.059;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";127,50;119,67;0;0,00;119,67;0,00;0;0;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;;;;
89.499.019;77.0.0039.0338; 30/12/2015 ; 29/03/2016 ;;SÃO SIDÔNIO APOLINÁRIO;185;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;1;3;0;340.058;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,45;90,00;0;0,00;90,00;0,00;0;0;MARCO ANTONIO VIEZZER;PR0000028506D;MARCO ANTONIO VIEZZER;PR0000028506D;;;;
96.046.026;53.0.0027.0178; 30/12/2015 ; 29/03/2016 ;;JOSÉ SERRATO;491;SANTA CÂNDIDA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;1;1;0;340.068;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,00;173,80;0;0,00;173,80;0,00;0;0;RUDINY CAVALARI;PR0000143185D;RUDINY CAVALARI;PR0000143185D;;;;
98.071.005;55.0.0094.0654; 30/12/2015 ; 29/03/2016 ;;DAS OLARIAS;550;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;0;340.065;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";79.168,06;208,46;0;0,00;208,46;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;SERGIO LUIZ DE ARAUJO;PR0000018071D;;;;
98.088.013;53.5.0075.0062; 30/12/2015 ; 29/03/2016 ; 21/03/2016 ;GÊNESIS;139;SANTA CÂNDIDA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;1;1;0;340.066;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,00;256,28;0;0,00;64,28;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
12.011.032;01.1.0017.0450; 31/03/2015 ; 29/06/2015 ;;CONSELHEIRO ARAÚJO;366;CENTRO;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO ALTO DA XV;Unidade Regional Matriz;0;1;0;334.400;HABITAÇÃO COLETIVA;******;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";854,00;0,00;0;0,00;0,00;212,62;0;0;;;;;;;;
43.132.031;28.0.0023.0234; 31/03/2015 ; 29/06/2015 ;;REPÚBLICA ARGENTINA;900;VILA IZABEL;EE-3 - EIXO ESTRUTURAL SUL;Unidade Regional Portao;0;;1;334.381;COMÉRCIO E SERVIÇO SETORIAL;******;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";12.922,00;0,00;0;0,00;0,00;6.860,00;0;0;;;;;;;;
46.031.014;22.1.0053.0108; 31/03/2015 ; 30/05/2015 ; 14/08/2020 ;PEDRO DEMETERCO;20;JARDIM DAS AMÉRICAS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;0;1;0;334.391;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";442,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
61.029.021;09.2.0050.0048; 31/03/2015 ; 30/05/2015 ; 30/05/2016 ;SANTA CATARINA;1.180;ÁGUA VERDE;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;0;1;0;334.403;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";419,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
62.079.003;39.0.0061.0260; 31/03/2015 ; 30/05/2015 ;;BR 116;13.044;FANNY;PÓLO-LV - PÓLO DA LINHA VERDE - 8 - S. SUL-P3;Unidade Regional Pinheirinho;0;0;0;334.395;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";498,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
63.099.003;27.3.0028.0036; 31/03/2015 ; 30/05/2015 ;;PROFESSORA DORACY CEZZARINO;313;PORTÃO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Portao;0;1;0;334.404;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";855,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
68.081.078;37.1.0036.1164; 31/03/2015 ; 29/06/2015 ;;BURITI;137;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;1;0;334.409;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";38.750,33;551,33;0;0,00;551,33;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
81.472.039;41.0.0065.0130; 31/03/2015 ; 30/05/2015 ;;IZIDORO SIEDELISKI;504;NOVO MUNDO;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Pinheirinho;0;2;0;334.406;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";338,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
83.038.010;58.0.0006.0928; 31/03/2015 ; 29/06/2015 ; 23/11/2016 ;PEDRO AMÉRICO;482;CAPÃO RASO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Pinheirinho;6;10;0;334.393;HABITAÇÃO COLETIVA;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";426,00;1.273,17;0;0,00;1.273,17;0,00;0;1;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;;;;
87.594.038;71.7.0031.0354; 31/03/2015 ; 29/06/2015 ; 29/04/2015 ;ANTÔNIO DOLATA;130;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;334.387;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;79,92;0;0,00;79,92;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
89.577.008;74.6.0050.0264; 31/03/2015 ; 29/06/2015 ; 08/07/2015 ;HERMENEGILDO GASPARINI;206;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;334.386;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;79,78;0;0,00;79,78;0,00;0;;ANDERSON VIEIRA DE SOUZA;PR0000137515D;ANDERSON VIEIRA DE SOUZA;PR0000137515D;;;;
91.107.010;50.0.0016.0492; 31/03/2015 ; 29/06/2015 ; 28/04/2017 ;MARIA ANTONIA SILVA;67;ABRANCHES;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;2;0;334.410;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";336,00;370,66;0;0,00;370,66;0,00;0;0;MASATERU TAKAHASHI;PR0000005816D;MASATERU TAKAHASHI;PR0000005816D;;;;
91.107.011;50.0.0016.0506; 31/03/2015 ; 29/06/2015 ; 05/06/2017 ;MARIA ANTONIA SILVA;51;ABRANCHES;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;2;0;334.411;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";336,00;370,66;0;0,00;370,66;0,00;0;0;MASATERU TAKAHASHI;PR0000005816D;MASATERU TAKAHASHI;D 0000005816D;;;;
91.107.012;50.0.0016.0520; 31/03/2015 ; 29/06/2015 ;;MARIA ANTONIA SILVA;37;ABRANCHES;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;2;0;334.408;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";336,00;370,66;0;0,00;370,66;0,00;0;0;MASATERU TAKAHASHI;PR0000005816D;MASATERU TAKAHASHI;PR0000005816D;;;;
96.153.055;53.0.0014.0522; 31/03/2015 ; 29/06/2015 ;;THEODORO MAKIOLKA;1.069;SANTA CÂNDIDA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;0;334.416;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";3.890,00;299,84;0;0,00;299,84;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;LUIZ HENRIQUE DE PAULO;PR0000079682D;;;;
98.071.005;55.0.0094.0654; 31/03/2015 ; 29/06/2015 ;;DAS OLARIAS;550;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;0;334.388;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";79.168,06;244,27;0;0,00;244,27;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
11.114.032;01.0.0084.0104; 31/07/2015 ; 29/09/2015 ;;BRIGADEIRO FRANCO;1.296;CENTRO;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO BATEL;Unidade Regional Matriz;0;0;0;337.061;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";2.514,96;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
12.013.024;01.1.0019.0032; 31/07/2015 ; 29/10/2015 ;;DOUTOR FAIVRE;318;CENTRO;ZC - ZONA CENTRAL;Unidade Regional Matriz;1;0;3;337.057;"COMÉRCIO E SERVIÇO VICINAL; ESTACIONAMENTO COMERCIAL";******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";290,40;290,40;0;0,00;258,23;32,17;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
34.072.007;17.0.0044.0148; 31/07/2015 ; 29/09/2015 ; 13/09/2016 ;DOUTOR GOULIN;1.952;HUGO LANGE;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;0;0;0;337.062;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.078,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
36.060.024;35.3.0031.0138; 31/07/2015 ; 29/10/2015 ;;ANITA RIBAS;365;BACACHERI;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 5 - S. NORTE-AIB1;Unidade Regional Boa Vista;3;0;1;337.042;SEDE ADMINISTRATIVA;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";672,49;747,40;0;0,00;747,40;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;JOAO PAULO BAGGIO;;;;;
