INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria;Área Vistoria
19.162.003;59.1.0024.0036; 05/07/2023 ; 03/10/2023 ;;MIGUEL FELIPE DAHER;201;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;3;;394.678;;******;CONSTRUÇÃO;;465,85;422,80;;0,00;422,80;0,00;0;0;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;;408624;Parcial; 21/02/2025 ;260,42
21.094.017;09.0.0055.0306; 01/04/2024 ; 30/06/2024 ;;PRESIDENTE GETÚLIO VARGAS;2.140;ÁGUA VERDE;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Portao;2;;2;400.466;;******;CONSTRUÇÃO;;636,42;965,94;;0,00;965,94;0,00;0;0;CRISTIANE SZWEC GONCALVES;PR0000062071D;CRISTIANE SZWEC GONCALVES;PR0000062071D;;408608;Total; 21/02/2025 ;965,94
25.110.012;30.0.0042.0140; 21/05/2024 ; 19/08/2024 ;;OSVALDO NOVICKI;94;CAMPINA DO SIQUEIRA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Santa Felicidade;1;1;;401.730;;Edícula;REFORMA E AMPLIAÇÃO;;200,00;99,49;;0,00;45,55;53,94;0;0;KELLY TRINDADE MACIESKI;A0603147;FILIPE GUEDES SANCHES;PR0000156755D;;408621;Total; 21/02/2025 ;45,55
27.019.031;44.3.0005.0438; 10/11/2021 ; 08/02/2022 ;;EDUARDO SPRADA;1.871;CAMPO COMPRIDO;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Portao;2;1;;380.439;;******;CONSTRUÇÃO;;12.734,70;1.000,33;;0,00;1.000,33;0,00;0;0;GUILHERME MAIA BORIO;;GUILHERME MAIA BORIO;PR0000073142D;;408610;Total; 21/02/2025 ;1.000,33
34.086.032;17.0.0055.0394; 12/07/2022 ; 10/10/2022 ;;VALDÍVIA;222;HUGO LANGE;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;4;29;;386.230;;******;CONSTRUÇÃO;;2.940,00;7.533,51;;0,00;7.533,51;0,00;0;0;RODRIGO FREIRE SILVEIRA;A0368679;DIOGO LINHARES DE CAMARGO;PR0000050424D;PORTO CAMARGO ENGENHARIA LTDA;408614;Total; 21/02/2025 ;7.533,51
45.077.026;43.0.0059.0362; 20/09/2023 ; 19/12/2023 ;;MAJOR FRANÇA GOMES;1.309;SANTA QUITÉRIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;1;5;;396.452;;******;CONSTRUÇÃO;;1.258,29;110,02;;0,00;9,82;0,00;0;0;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;;408612;Parcial; 21/02/2025 ;9,82
47.026.130;44.0.0020.0248; 15/09/2022 ; 14/12/2022 ;;NARDY MULLER DA COSTA;577;CAMPO COMPRIDO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Portao;2;1;;387.820;;Conjunto Habitacional;CONSTRUÇÃO;;5.390,00;229,73;;0,00;229,73;0,00;0;0;JÉSSICA ELENITA DE FREITAS;A1164996;FLAVIO AUGUSTO BORAZO ZILIOTTO;PR0000168762D;FABZ CONSTRUCOES LTDA;408596;Total; 21/02/2025 ;229,73
54.066.012;35.0.0043.0182; 28/04/2022 ; 27/07/2022 ;;PERU;231;BACACHERI;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;2;3;;384.522;;******;CONSTRUÇÃO;;360,00;385,89;;0,00;385,89;0,00;0;0;DANIELE GRANI DE VASCONCELLOS;A0764450;FELLIP GRACIA DO AMARAL;PR0000081406D;;408606;Total; 21/02/2025 ;385,89
71.039.010;32.0.0099.0166; 09/12/2024 ; 09/03/2025 ;;MANIFE TACLA;1.045;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;1;1;1;407.009;;******;CONSTRUÇÃO;;468,00;347,49;;0,00;347,49;0,00;0;0;MARCELO OLIVEIRA ESTURILHO;PR0000102479D;MARCELO OLIVEIRA ESTURILHO;PR0000102479D;;408594;Total; 21/02/2025 ;347,49
74.020.029;34.1.0094.0030; 20/05/2024 ; 20/08/2024 ;;NOSSA SENHORA DE NAZARÉ;1.716;BOA VISTA;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Boa Vista;1;;1;401.716;;******;CONSTRUÇÃO;;972,00;334,80;;0,00;334,80;0,00;0;0;KATI SALES FAGUNDES;A0305030;ADRIANO PACHECO DE SOUZA;PR0000172348D;AUEN ENGENHARIA DE PROJETOS LTDA;408595;Total; 21/02/2025 ;334,80
82.925.020;73.4.0097.0026; 10/04/2024 ; 09/07/2024 ;;MARIA PELANDA SCROCCARO;559;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;1;;400.708;;"******; Edícula";CONSTRUÇÃO;;140,00;121,00;;0,00;121,00;0,00;0;0;CARLOS ROBERTO ROSARIO BORDIGNON;PR0000018428D;CARLOS ROBERTO ROSARIO BORDIGNON;PR0000018428D;;408615;Total; 21/02/2025 ;121,00
83.500.127;73.1.0002.0704; 21/10/2020 ; 21/01/2021 ;;VEREADOR ANGELO BURBELLO;2.927;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;1;0;371.567;;Conjunto Habitacional;CONSTRUÇÃO;;27.811,93;353,77;0;0,00;353,77;0,00;0;0;JAQUELINE CRISTINA SIEBERT;A0527220;JAQUELINE CRISTINA SIEBERT;A0527220;;408613;Total; 21/02/2025 ;353,77
29.051.003;44.4.0027.0042; 30/04/2024 ; 29/07/2024 ;;OSVALDO TOSATO;91;CAMPO COMPRIDO;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Santa Felicidade;1;3;;401.144;;******;CONSTRUÇÃO;;420,00;230,30;;0,00;230,30;0,00;0;0;TATYANA KELLY SCHEPANSKI MULLER;A0520993;TATYANA KELLY SCHEPANSKI MULLER;A0520993;;409237;Total; 21/03/2025 ;230,30
61.052.020;26.0.0053.0410; 19/03/2021 ; 17/06/2021 ;;PERNAMBUCO;2.041;GUAÍRA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;1;1;;374.586;;Edícula;AMPLIAÇÃO;;484,46;307,19;;0,00;58,00;0,00;0;0;JEAN VALTER RODRIGUES;A1337505;JEAN VALTER RODRIGUES;A1337505;;409298;Total; 21/03/2025 ;58,00
68.085.025;37.1.0088.0394; 26/08/2021 ; 24/11/2021 ;;JÚLIO WISCHRAL;835;UBERABA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;1;;378.567;;Conjunto Habitacional;CONSTRUÇÃO;;4.656,13;276,89;;0,00;276,89;0,00;0;0;DANYLO SPIACCI;PR0000083487D;DANYLO SPIACCI;PR0000083487D;;409297;Total; 21/03/2025 ;276,89
82.535.027;65.6.0009.0288; 28/01/2025 ; 28/04/2025 ;;LUPIONÓPOLIS;1.544;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;;1;408.016;;******;;;393,41;413,80;;0,00;413,80;0,00;0;0;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;;409275;Total; 21/03/2025 ;413,80
82.952.028;72.0.0074.0176; 09/01/2023 ; 09/04/2023 ;;ANTÔNIO VIEIRA SOBRINHO;108;GANCHINHO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;2;;390.630;;******;CONSTRUÇÃO;;180,00;185,12;;0,00;185,12;0,00;0;0;KAROLAYNE THAIS DZCEINY;PR0000199130D;KAROLAYNE THAIS DZCEINY;PR0000199130D;;409278;Total; 21/03/2025 ;185,12
84.580.015;65.4.0043.0188; 04/12/2024 ; 04/03/2025 ;;PROFESSOR MILTON VIANNA;63;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;2;;406.887;;******;CONSTRUÇÃO;;180,05;102,99;;0,00;102,99;0,00;0;0;ADRIANA DE CAMPOS;PR0000158473D;ADRIANA DE CAMPOS;PR0000158473D;;409246;Total; 21/03/2025 ;102,99
84.780.046;65.5.0026.0302; 19/09/2024 ; 18/12/2024 ;;ALAOR DARCI CONDUTA;60;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;2;;404.963;;******;CONSTRUÇÃO;;160,00;95,50;;0,00;95,50;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;;409245;Total; 21/03/2025 ;95,50
85.640.001;74.7.0040.0006; 16/09/2024 ; 16/12/2024 ;;ALBERTO COMINESE;683;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.831;;******;CONSTRUÇÃO;;269,98;34,36;0;0,00;34,36;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409248;Total; 21/03/2025 ;34,36
85.640.003;74.7.0040.0018; 16/09/2024 ; 16/12/2024 ;;ALBERTO COMINESE;669;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.832;;******;CONSTRUÇÃO;;114,10;34,36;0;0,00;34,36;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;;409249;Total; 21/03/2025 ;34,36
85.640.004;74.7.0040.0024; 05/09/2024 ; 05/12/2024 ;;ALBERTO COMINESE;661;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.607;;******;CONSTRUÇÃO;;114,26;34,36;0;0,00;34,36;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409250;Total; 21/03/2025 ;34,36
85.640.005;74.7.0040.0030; 16/09/2024 ; 16/12/2024 ;;ALBERTO COMINESE;653;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.844;;******;CONSTRUÇÃO;;114,41;34,36;0;0,00;34,36;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409251;Total; 21/03/2025 ;34,36
85.642.004;74.7.0042.0370; 16/09/2024 ; 16/12/2024 ;;ALBERTO COMINESE;640;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.834;;******;CONSTRUÇÃO;;157,49;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409286;Total; 21/03/2025 ;33,00
85.642.005;74.7.0042.0378; 16/09/2024 ; 16/12/2024 ;;ALBERTO COMINESE;650;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.829;;******;CONSTRUÇÃO;;139,07;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409253;Total; 21/03/2025 ;33,00
85.643.001;74.7.0043.0006; 05/09/2024 ; 05/12/2024 ;;RICARDO EUGÊNIO GRAESER;773;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.610;;******;CONSTRUÇÃO;;139,91;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409254;Total; 21/03/2025 ;33,00
85.643.002;74.7.0043.0194; 05/09/2024 ; 05/12/2024 ;;RICARDO EUGÊNIO GRAESER;779;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.602;;******;CONSTRUÇÃO;;141,38;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409255;Total; 21/03/2025 ;33,00
85.643.004;74.7.0043.0178; 16/09/2024 ; 16/12/2024 ;;RICARDO EUGÊNIO GRAESER;793;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.848;;******;CONSTRUÇÃO;;170,62;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409256;Total; 21/03/2025 ;33,00
85.643.006;74.7.0043.0162; 16/09/2024 ; 16/12/2024 ;;RICARDO EUGÊNIO GRAESER;817;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.836;;******;CONSTRUÇÃO;;183,35;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409257;Total; 21/03/2025 ;33,00
85.643.009;74.7.0043.0098; 16/09/2024 ; 16/12/2024 ;;CATHARINA RIZZATTO COSTA;58;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.837;;******;CONSTRUÇÃO;;158,80;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409288;Total; 21/03/2025 ;33,00
85.643.015;74.7.0043.0018; 16/09/2024 ; 16/12/2024 ;;ZELIA GOMES PEREIRA DA SILVA;31;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.847;;******;CONSTRUÇÃO;;119,32;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409259;Total; 21/03/2025 ;33,00
85.643.016;74.7.0043.0012; 05/09/2024 ; 05/12/2024 ;;ZELIA GOMES PEREIRA DA SILVA;39;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.609;;******;CONSTRUÇÃO;;116,27;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409260;Total; 21/03/2025 ;33,00
85.645.012;74.7.0045.0174; 16/09/2024 ; 16/12/2024 ;;PROFESSOR RENÊ REIS;115;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.846;;******;CONSTRUÇÃO;;151,48;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;;409262;Total; 21/03/2025 ;33,00
85.648.008;74.7.0048.0132; 16/09/2024 ; 16/12/2024 ;;HIROICHI TAKASHIMA;139;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.839;;******;CONSTRUÇÃO;;113,96;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409263;Total; 21/03/2025 ;33,00
85.657.005;74.7.0054.0084; 16/09/2024 ; 16/12/2024 ;;JOÃO FERNANDO RAMON ALEGRE ALARCON;142;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.827;;******;CONSTRUÇÃO;;129,13;26,95;0;0,00;26,95;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409264;Total; 21/03/2025 ;26,95
85.659.002;74.7.0056.0052; 16/09/2024 ; 01/12/2024 ;;ISIS SANSON MONTE SERRAT;19;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.849;;******;CONSTRUÇÃO;;206,17;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409290;Total; 21/03/2025 ;33,00
85.659.006;74.7.0056.0106; 05/09/2024 ; 05/12/2024 ;;BOANERGES MARQUESI SOBRINHO;158;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.598;;******;CONSTRUÇÃO;;215,24;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409265;Total; 21/03/2025 ;33,00
85.662.002;74.7.0059.0024; 05/09/2024 ; 05/12/2024 ;;RICARDO EUGÊNIO GRAESER;497;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.600;;******;CONSTRUÇÃO;;136,41;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409267;Total; 21/03/2025 ;33,00
85.662.020;74.7.0059.0230; 16/09/2024 ; 16/12/2024 ;;HIROICHI TAKASHIMA;17;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.838;;******;CONSTRUÇÃO;;129,21;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409268;Total; 21/03/2025 ;33,00
85.663.002;74.7.0060.0238; 16/09/2024 ; 16/12/2024 ;;DJANIRA PAIVA;15;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.842;;******;CONSTRUÇÃO;;133,35;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409269;Total; 21/03/2025 ;33,00
85.663.003;74.7.0060.0230; 16/09/2024 ; 16/12/2024 ;;DJANIRA PAIVA;21;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.843;;******;CONSTRUÇÃO;;188,00;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409270;Total; 21/03/2025 ;33,00
85.665.008;74.7.0062.0144; 16/09/2024 ; 16/12/2024 ;;PROFESSOR RENÊ REIS;25;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.840;;******;CONSTRUÇÃO;;139,45;37,24;0;0,00;37,24;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409291;Total; 21/03/2025 ;37,24
85.666.001;74.7.0063.0012; 05/09/2024 ; 05/12/2024 ;;RICARDO EUGÊNIO GRAESER;695;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.594;;******;CONSTRUÇÃO;;165,92;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409271;Total; 21/03/2025 ;33,00
85.668.001;74.7.0065.0014; 05/09/2024 ; 05/12/2024 ;;RICARDO EUGÊNIO GRAESER;332;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.604;;******;CONSTRUÇÃO;;111,74;26,95;0;0,00;26,95;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409293;Total; 21/03/2025 ;26,95
85.669.004;74.7.0052.2640; 05/09/2024 ; 05/12/2024 ;;VALDEMIRO AUGUSTO TEIXEIRA DE FREITAS;65;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.608;;******;CONSTRUÇÃO;;266,48;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409272;Total; 21/03/2025 ;33,00
85.673.001;74.7.0032.0070; 05/09/2024 ; 12/11/2024 ;;JOSÉ RIBEIRO DE MACEDO SOBRINHO;34;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.591;;******;CONSTRUÇÃO;;185,26;26,95;0;0,00;26,95;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409273;Total; 21/03/2025 ;26,95
85.673.003;74.7.0032.0044; 05/09/2024 ; 12/11/2024 ;;JOSÉ RIBEIRO DE MACEDO SOBRINHO;12;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.595;;******;CONSTRUÇÃO;;117,00;26,95;0;0,00;26,95;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409274;Total; 21/03/2025 ;26,95
85.673.004;74.7.0032.0038; 05/09/2024 ; 05/12/2024 ;;JOÃO JOB DE SOUZA;24;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.606;;******;CONSTRUÇÃO;;162,00;26,95;0;0,00;26,95;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409276;Total; 21/03/2025 ;26,95
85.675.004;74.7.0034.0044; 05/09/2024 ; 05/12/2024 ;;MANOEL ANTONIO FERREIRA;19;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.592;;******;CONSTRUÇÃO;;130,92;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409282;Total; 21/03/2025 ;33,00
85.675.008;74.7.0034.0104; 05/09/2024 ; 05/12/2024 ;;JAIME JOSÉ VOJCIECHOVSKI;921;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.611;;******;CONSTRUÇÃO;;186,93;33,00;0;0,00;33,00;0,00;0;0;DIDIO SANTOS NETO;PR0000099776D;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409283;Total; 21/03/2025 ;33,00
89.937.004;74.7.0019.0210; 30/09/2024 ; 30/12/2024 ;;LUCIO HALAS;86;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;405.191;;******;CONSTRUÇÃO;;160,00;26,95;0;0,00;26,95;0,00;0;0;RICARDO SERRAGLIO POLUCHA;A0288314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409285;Total; 21/03/2025 ;26,95
89.937.018;74.7.0019.0308; 13/12/2024 ; 06/03/2025 ;;IRMÃ ELEONORA DE SOUZA;116;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;407.164;;******;CONSTRUÇÃO;;126,00;26,95;0;0,00;26,95;0,00;0;0;RICARDO SERRAGLIO POLUCHA;A0288314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409284;Total; 21/03/2025 ;26,95
